1, Test Method 'ApiTest.ListOfPostsTestCases.CheckValuesForFirstObject' failed. Please investigate and open a new Issue if needed.
2, Test Method 'ApiTest.ListOfPostsTestCases.validateJsonKeys' failed. Please investigate and open a new Issue if needed.
